id,altura,fnac,fortuna,nacionalidad,nombre,peso
1099,0,"April 14, 1956",14200000000.0,Russian,Viktor Felixovich Vekselberg,0
1100,0,1941,14100000000.0,Indonesian-Chinese,Michael Bambang Hartono (Oei Gwie Siong),0
1101,0,"November 14, 1964",70000000.0,American,Joseph Lloyd Simmons,0
1102,1.8,"February 13, 1950",70000000.0,British,Peter Brian Gabriel,0
1103,0,"October 2, 1978",70000000.0,Japanese,Ayumi Hamasaki,40.0
1104,1.75,"December 30, 1969",70000000.0,United Kingdom,Jason Luís Cheetham,0
1105,0,"May 22, 1950",70000000.0,British,Bernard John Taupin,0
1106,1.85,"July 20, 1966",65000000.0,American,Stone Carpenter Gossard,0
1107,1.85,"May 20, 1972",65000000.0,American,"Trevor Tahiem Smith, Jr.",0
1108,0,"February 19, 1965",65000000.0,American,Jon Fishman,0
1109,1.68,"March 1, 1944",65000000.0,British,Roger Harry Daltrey,0
1110,1.84,"July 11, 1959 ",65000000.0,American,Richard Stephen Sambora,0
1111,0,"September 13, 1978",65000000.0,United States,Kasseem Dean,0
1112,0,16 December 1971,60000000.0,German,Matthias Paul,0
1113,1.87,"October 27, 1958",60000000.0,British,Simon John Charles Le Bon,0
1114,1.73,"November 2, 1974",60000000.0,American,"Cornell Iral Haynes, Jr.",0
1115,0,"May 15, 1948",60000000.0,British,Brian Peter George St. John le Baptiste de la Salle Eno,0
1116,1.74,"March 12, 1956",60000000.0,British,Stephen Percy Harris,0
1117,0,"June 20, 1954",60000000.0,American,Michael Anthony Sobolewski,0
1118,1.73,"May 29, 1967",60000000.0,British,Noel Thomas David Gallagher,68.0
1119,1.79,"December 16, 1949",55000000.0,American,William Frederick Gibbons,0
1120,0,"May 17, 1963",55000000.0,American,Page Samuel McConnell,0
1121,1.7,"February 17, 1972",55000000.0,American,Billie Joe Armstrong,0
1122,1.93,"September 8, 1987",55000000.0,American,Cameron Jibril Thomaz,0
1123,1.78,"May 4, 1972",50000000.0,American,Michael Ryan Pritchard,0
1124,0,"November 26, 1945",50000000.0,British,John Graham McVie,0
1125,1.57,"June 5, 1956",50000000.0,American,Kenneth Bruce Gorelick,0
1126,0,"August 6, 1976",70000000.0,American,Joshua Ian Schwartz,0
1127,0,"September 19, 1952",70000000.0,American,Nile Gregory Rodgers,0
1128,0,"December 1, 1977",65000000.0,American,Bryan-Michael Paul Cox,0
1129,0,"August 11, 1954",65000000.0,American,Michael George Moye,0
1130,0,"October 10, 1956",65000000.0,American,Mark Gordon,0
1131,0,"December 1, 1977 ",65000000.0,American,Bryan-Michael Paul Cox,0
1132,0,8 June 1962,60000000.0,British,Nicholas James Bates,0
1133,0,"April 11, 1974",60000000.0,American,William Packer,0
1134,1.83,"March 10, 1953",60000000.0,Canadian,Paul Edward Haggis,0
1135,0,0,60000000.0,United States,Barry M. Meyer,0
1136,0,"June 26, 1970",60000000.0,American,Irving Domingo Lorenzo Jr.,0
1137,0,"January 17, 1977",55000000.0,Australian,0,0
1138,1.83,"May 13, 1957 ",55000000.0,American,Alan E. Ball,0
1139,0,"March 14, 1965",55000000.0,American,Kevin Meade Williamson,0
1140,0,0,52500000.0,British,Ken Berry,0
1141,0,"April 17, 1934",50000000.0,American,Donald Clark Kirshner,0
1142,0,"June 26, 1928",50000000.0,Japanese,Yoshiro Nakamatsu ,0
1143,0,"July 27, 1922",50000000.0,American,Norman Milton Lear,0
1144,0,"February 27, 1977",50000000.0,Malaysian,0,0
1145,0,0,50000000.0,Scottish,0,0
1146,0,"July 28, 1947",50000000.0,American,"Duncan ""Dick"" Ebersol",0
1147,0,"October 25, 1955",50000000.0,American,Gale Anne Hurd,0
1148,0,"January 30, 1982",45000000.0,American,DeStorm Power,82.0
1149,0,"January 14, 1963",40000000.0,American,Steven Andrew Soderbergh,0
1150,0,"April 6, 1968",40000000.0,American,Douglas Reed Ellin,0
1151,0,"September 6, 1943 ",6820000000.0,Swedish,Antonia Ax:son Johnson,0
1152,0,0,6480000000.0,Chinese,Vivien Wai Wai Chen,0
1153,0,"June 1, 1962",6070000000.0,French,Margarita Bogdanova,0
1154,0,"September 30, 1930",5950000000.0,Brazilian,Maria Helena Moraes Scripilliti,0
1155,0,0,5910000000.0,Mexican,Eva Gonda de Rivera,0
1156,0,"April 15, 1942",5860000000.0,American,Margaretta Johnson Taylor,0
1157,0,1 January 1962,5700000000.0,American,Randa Duncan Williams,0
1158,0,1941,5600000000.0,China,Chan Laiwa,0
1159,0,0,5500000000.0,United States,Tamara Hughes Gustavson,0
1160,0,0,5500000000.0,United States,Gwendolyn Sontheim Meyer,0
1161,0,"July 31, 1934",5500000000.0,United States,Pauline MacMillan Keinath,0
1162,0,1974,5200000000.0,American,Dannine Duncan Avara,0
1163,0,"August 17, 1941",5050000000.0,Germany,Maria-Elisabeth Schaeffler,0
1164,0,"August 13, 1969",5000000000.0,Swiss,Magdalena Martullo-Blocher,0
1165,0,"January 21, 1939 ",5000000000.0,United States,Lynn Schusterman,0
1166,0,"June 9, 1906",5000000000.0,United States,Huguette Marcelle Clark,0
1167,0,0,4970000000.0,Singaporean,Tan Kim Choo,0
1168,0,1947,4900000000.0,American,Diane Hendricks,0
1169,0,0,4900000000.0,Swiss,Rahel Blocher,0
1170,0,1950,4860000000.0,United States,Mary Alice Dorrance Malone,0
1171,0,18 April 1949,4500000000.0,Swedish,Helga Liselott Persson Tham,0
1172,0,1958,4300000000.0,United States,Karen Pritzker,0
1173,0,0,4200000000.0,American,Milane Frantz,0
1174,0,0,4200000000.0,French,Ka Yee Wong,0
1175,0,26 August 1962,4099999999.9999995,Chinese,Ho Chiu-king,0
1176,0,0,120000000.0,United States,Tyler Goldman,0
1177,0,1979,120000000.0,United States,Bret Taylor,0
1178,0,"April 27, 1962",100000000.0,United States,0,0
1179,0,"April 6, 1969",100000000.0,United States,Richard Rosenblatt,0
1180,0,"April 29, 1929",100000000.0,Canadian,Maurice F. Strong,0
1181,0,0,90000000.0,0,Imran Hakim,0
1182,1.8,"June 17, 1985",82000000.0,English,Chris Phillips,70.0
1183,0,"October 9, 1938",80000000.0,United States,Hiroaki Aoki,0
1184,0,"February 14, 1962",50000000.0,United States,Russ Leatherman,0
1185,0,"June 7, 1972",50000000.0,English,Maximillion Fife Alexander Cooper,0
1186,0,0,50000000.0,United States,East Meadow,0
1187,0,0,45000000.0,United Kingdom,Jamal Edwards,0
1188,0,"January 11, 1923",40000000.0,American,Carroll Hall Shelby,0
1189,0,"January 11, 1984",40000000.0,American,Matthew Charles Mullenweg,0
1190,0,"March 25, 1985",38000000.0,British,Adam Hildreth,0
1191,0,0,30000000.0,United States,Mona Scott-Young,0
1192,0,"January 1, 1970",20000000.0,Canadian,Bruce Croxon,0
1193,0,1960,20000000.0,United States,Scott A. Jones,0
1194,0,"October 14, 1946",20000000.0,American,Dennis Hof,0
1195,0,0,20000000.0,American,Andrew Lessman,0
1196,0,"September 2, 1964",16000000.0,British,Jonnie Shearer,0
1197,0,0,15000000.0,United States,Lori Greiner,0
1198,0,"November 10, 1955",15000000.0,Argentine,0,0
1199,0,"February 11, 1847",12000000.0,United States,Thomas Alva Edison,0
1200,0,"November 7, 1966 ",10000000.0,United States,Mark Howard Gorton,0
1201,2.03,"September 25, 1965",50000000.0,American,Scottie Maurice Pippen,103.0
1202,1.98,"January 28, 1984",50000000.0,American,Andre Tyler Iguodala,94.0
1203,1.98,"May 9, 1970",50000000.0,United States,Douglas Dale Christie,91.0
1204,2.6,"September 10, 1974",50000000.0,United States,Ben Camey Wallace,0
1205,0,"December 11, 1986",48000000.0,Jamaican-American,Roy Denzil Hibbert,132.0
1206,0,"September 28, 1981",48000000.0,Spanish,José Manuel Calderón Borrallo ,91.0
1207,0,"December 25, 1988",45600000.0,American,"Eric Ambrose Gordon, Jr.",98.0
1208,2.16,"February 3, 1968",45000000.0,Serbian,Vlade Divac,110.0
1209,1.85,"March 26, 1962 ",45000000.0,United States,John Houston Stockton,79.0
1210,2.03,"November 29, 1972",45000000.0,American,Jamal Mashburn,109.0
1211,2.08,"November 26, 1969",45000000.0,United States,Shawn T. Kemp,104.0
1212,2.06,"December 7, 1956",45000000.0,United States,Larry Joe Bird,100.0
1213,1.88,"February 20, 1977",45000000.0,American,Stephon Xavier Marbury,93.0
1214,1.91,"September 25, 1976",45000000.0,American,Chauncey Ray Billups ,95.0
1215,213.0,"October 27, 1987",45000000.0,American,Andrew Bynum,129.0
1216,0,"April 2, 1986",45000000.0,Latvian,Andris Biedrins,113.0
1217,0,"April 20, 1983",45000000.0,American,"Danny Granger, Jr.",101.0
1218,0,"August 24, 1979",45000000.0,American,Michael Wesley Redd,0
1219,0,"January 20, 1981",45000000.0,American,Jason Anthoney Richardson,0
1220,0,"June 9, 1977",45000000.0,Serbian and Greek,Predrag Stojaković,104.0
1221,0,"February 9, 1982",44000000.0,American,Jameer Nelson,86.0
1222,1.85,"August 9, 1974",40000000.0,United States,Derek Lamar Fisher,95.0
1223,2.01,"July 18, 1971",40000000.0,United States,Anfernee Deon Hardaway ,88.0
1224,1.88,"September 15, 1977",40000000.0,American,Jason Eugene Terry ,82.0
1225,2.03,"August 17, 1986",40000000.0,American,Rudy Carlton Gay Jr.,104.0
1226,0,"December 19, 1970",14000000.0,United States,Tyson Beckford,79.0
1227,1.78," July 12, 1985",14000000.0,Russia,Natalya Sergeyevna Polevshchikova,45.0
1228,1.79,"December 27, 1987",14000000.0,British,Lily Luahana Cole,0
1229,1.78,"December 20, 1983",14000000.0,Dutch,Lara Catherina Stone,0
1230,1.78,"June 24, 1979",13000000.0,Czech,Petra Němcová,0
1231,0,23rd April 1995,29000000.0,American,Jelena Noura Hadid,0
1232,1.78,"July 11, 1988",13000000.0,Puerto Rican,Joan Smalls Rodriguez,50.0
1233,1.75,18 April 1987,13000000.0,United Kingdom,Rosie Alice Huntington-Whiteley,54.0
1234,1.88,"April 24, 1964",12000000.0,"Beninese, American",Djimon Gaston Hounsou,90.0
1235,1.75,9 October 1996,12000000.0,American,Isabella Khair Hadid,55.0
1236,1.88,"November 9, 1989",10000000.0,France,Baptiste Giabiconi ,70.3
1237,1.75,"October 10, 1974",10000000.0,United States,Pilar Sanders,0
1238,1.75," April 12, 1987",10000000.0,American,Brooklyn Danielle Decker Roddick,59.0
1239,1.78,"November 12, 1984",10000000.0,American,Hope Dworaczyk Smith,0
1240,0,"April 29, 1986",10000000.0,American,Crystal Harris Hefner,0
1241,1.65,"February 13, 1968 ",10000000.0,United States,Kelly Ann Hu ,0
1242,1.74,"November 30, 1985",10000000.0,American,Christine Teigen Stephens,55.0
1243,1.8," February 28, 1984",10000000.0,Czech Republic,Karolina Kurkova,0
1244,1.75,"October 20, 1988",10000000.0,South African,Candice Swanepoel,0
1245,1.68,"November 23, 1979",10000000.0,United Kingdom,Kelly Ann Parsons,53.5
1246,1.57,April 1974,10000000.0,British,China Chow,0
1247,1.75,"March 20, 1967",10000000.0,Cuban-American,Liliana del Carmen Estefan,0
1248,0,"April 28, 1971",10000000.0,Swedish-American,Danuta Anna Kołodziejska,0
1249,1.91,"March 2, 1964",10000000.0,American,Laird Hamilton,97.5
1250,1.65,"December 3, 1965",9000000.0,Germany,Katarina Witt ,55.0
1251,0,"March 31, 1965",600000000.0,American,Stephen Leo Bing,0
1252,0,"December 30, 1940",600000000.0,American,James Edward Burrows,0
1253,0,"March 31, 1965",600000000.0,United States,"Stephen Leo ""Steve"" Bing",0
1254,0,"October 18, 1952 ",600000000.0,American,Charles Michael Levine,0
1255,0,"January 12, 1951",590000000.0,American,Rush Hudson Limbaugh III,0
1256,0,17 May 1960,580000000.0,United Kingdom,Simon Fuller,0
1257,1.61," August 16, 1958",580000000.0,American,Madonna Louise Ciccone,45.3
1258,0,"December 20, 1946",550000000.0,United States,"Richard Anthony ""Dick"" Wolf",0
1259,1.75,"October 7, 1959",550000000.0,United Kingdom,Simon Phillip Cowell,74.0
1260,1.7,"July 3, 1962",550000000.0,American,Thomas Cruise Mapother IV,72.0
1261,1.75,"March 27, 1970",535000000.0,United States,Mariah Angela Carey,0
1262,0,"August 24, 1947",500000000.0,Brazilian,Paulo Coelho de Souza,0
1263,0,"August 5, 1940",500000000.0,"Swiss, American",Jocelyn Wildenstein Périsset,0
1264,1.57,"February 18, 1933",500000000.0,Japan,Yoko Ono,0
1265,0,"February 15, 1954",500000000.0,American,Matthew Abram Groening,0
1266,0,"March 4, 1953",500000000.0,American-Cuban,"Emilio Estefan, Jr.",0
1267,1.5,"January 19, 1946",500000000.0,United States,Dolly Rebecca Parton,45.0
1268,1.57,"September 1, 1957",500000000.0,Cuban-American,Gloria María Milagrosa Fajardo García de Estefan,0
1269,0,26 October 1961,500000000.0,Kenyan,Uhuru Muigai Kenyatta,0
1270,0,13 June 1986,500000000.0,American,Mary-Kate Olsen & Ashley Fuller Olsen,44.4
1271,1.8,"May 6, 1961",500000000.0,American,George Timothy Clooney,75.0
1272,0,"May 17, 1938",500000000.0,American,Hope Rockefeller Aldrich,0
1273,0,1960,500000000.0,United States,Abigail Edna Disney ,0
1274,0,"May 9, 1940",500000000.0,United States,James Lawrence Brooks,0
1275,2.01,"February 29, 1960",480000000.0,American,Anthony J. Mahavorick,0
1276,0,"November 29, 1949 ",17000000.0,American,Garry Shandling,0
1277,1.96," October 27, 1939",17000000.0,English,John Marwood Cleese,0
1278,1.68,"February 23, 1983",17000000.0,American,Aziz Ansari,0
1279,1.69,"March 2, 1980",16000000.0,Australian,Rebel Melanie Elizabeth Wilson,132.0
1280,1.88,"May 17, 1962",16000000.0,"British, American (naturalised 2008)",Craig Ferguson,0
1281,0,"May 27, 1964",16000000.0,American,Adam Carolla,0
1282,1.65,"August 22, 1973",16000000.0,0,Kristen Carroll Wiig,0
1283,1.85,"August 4, 1944",16000000.0,American,Richard Jay Belzer,0
1284,0,"February 5, 1961",16000000.0,American,"Timothy ""Tim"" Meadows",0
1285,1.73,"September 1, 1939",15000000.0,American,"Mary Jean ""Lily"" Tomlin",0
1286,1.83,"July 23, 1972",15000000.0,American,Marlon Lamont Wayans,0
1287,1.7,"October 31, 1963 ",15000000.0,American,"Robert Michael ""Rob"" Schneider",0
1288,1.68,"April 24, 1964 ",15000000.0,American,Cedric Antonio Kyles,0
1289,0,"July 31, 1929",15000000.0,American,Pasquale Cooper,0
1290,1.8,"February 5, 1948",15000000.0,British-American,Christopher Haden-Guest,0
1291,1.85,4 June 1975,15000000.0,British,Russell Edward Brand,78.0
1292,0,0,14000000.0,United States,0,0
1293,1.76,"December 11, 1967",13000000.0,American,Monique Angela Hicks,90.0
1294,0,"April 4, 1964",12000000.0,American,David Cross,0
1295,0,"October 11, 1967 ",12000000.0,American,"Arthur Steven ""Artie"" Lange, Jr.",0
1296,1.68,"July 13, 1946",12000000.0,American,"Richard Anthony ""Cheech"" Marin",0
1297,1.78,"October 14, 1965",12000000.0,English,"Stephen John ""Steve"" Coogan",0
1298,1.83,"September 15, 1972",12000000.0,English- Irish,"James Anthony Patrick ""Jimmy"" Carr ",0
1299,1.88,"May 4, 1970",12000000.0,Canadian-American,"William Emerson ""Will"" Arnett",0
1300,0,"July 21, 1957",12000000.0,American,Jonathan Michael Lovitz,0
1301,0,0,20000000.0,United States,0,0
1302,1.78,0,20000000.0,United States,0,0
1303,1.83,"March 30, 1965",20000000.0,United Kingdom,Piers Stefan O'Meara,0
1304,1.78,"May 5, 1943",20000000.0,England,Michael Edward Palin,0
1305,0,"July 16, 1970",20000000.0,United States,Michael Robert Carri,0
1306,0,0,20000000.0,United States,Matthew Jason Nordgren,0
1307,0,0,18500000.0,United States,0,0
1308,0,"May 26, 1939",18000000.0,American,Brent Woody Musburger,0
1309,1.78,"November 3, 1995",18000000.0,American,Kendall Nicole Jenner,54.0
1310,1.55,"October 23, 1959",18000000.0,American,Nancy Ann Grace,0
1311,0,"November 18, 1956",18000000.0,United States,Ramona Singer,0
1312,1.75,"October 23, 1976",18000000.0,British,Catherine Elizabeth Deeley,56.0
1313,0,31 May 1967,16000000.0,New Zealander,Philip John Keoghan,0
1314,1.75,"May 6, 1955",16000000.0,United States,Thomas Bergeron,0
1315,0,"January 6, 1956",16000000.0,United States,Joseph Richard Kernen,0
1316,1.76,"July 4, 1943 ",15000000.0,American,Gerald Michael Riviera,0
1317,0,"November 9, 1966",15000000.0,American,"Sandra ""Pepa"" Denton",0
1318,0,"January 11, 1964 ",15000000.0,"Dutch, American",Yolanda Foster,0
1319,0,"April 24, 1946 ",15000000.0,United States,Phil Robertson,0
1320,1.88,"March 16, 1941",15000000.0,American,Charles Herbert Woolery,90.0
1321,0,"September 21, 1940",15000000.0,United States,William Horton Kuretich,0
1322,0,0,15000000.0,United States,Lydia Stirling McLaughlin,0
1323,1.85,"March 30, 1969",15000000.0,American,Richard Rawlings,0
1324,0,"February 25, 1935",14500000.0,American,Sally Lowenthal,0
1325,0,"August 20, 1935",4099999999.9999995,United States,Martha Robinson Rivers,0
1326,0,0,4000000000.0,United States,Gayle Cook,0
1327,0,"December 31, 1937",3800000000.0,American,Robert C. McNair,0
1328,0,May 1951 ,3700000000.0,United States,Nancy Walton Laurie,0
1329,0,"August 15, 1942",3700000000.0,Germany,Friede Riewerts,0
1330,0,0,3600000000.0,Brazilian,Ana Lucia de Mattos Barretto Villela,0
1331,0,August 1943,3500000000.0,American,"Judith ""Judy"" R. Faulkner",0
1332,0,November 1951,3500000000.0,German,Ursula Bechtolsheimer-Kipp,0
1333,0,1973,3500000000.0,Angola,Isabel Dos Santos,0
1334,0,"August 24, 1965",3500000000.0,China,Zhang Xin,0
1335,0,0,3500000000.0,United States,Karen Davidson,0
1336,0,1953,3500000000.0,United States,Marianne Cargill Liebmann ,0
1337,0,1933,3300000000.0,United States,Donna MacMillan,0
1338,0,"June 28, 1941 ",3200000000.0,American,Dagmar Dolby,0
1339,0,1977,3100000000.0,Germany,Yvonne Bauer,0
1340,0,0,3100000000.0,United States,Joan Tisch,0
1341,0,1957,3050000000.0,China,Zhang Yin,0
1342,0,0,3000000000.0,United States,Imogene Powers Johnson,0
1343,0,0,3000000000.0,American,Judy Love,0
1344,0,0,3000000000.0,Turkey,Filiz Sahenk,0
1345,0,0,3000000000.0,United States,Helen Johnson-Leipold,0
1346,0,"July 8, 1937",2900000000.0,Italian,Giuliana Benetton,0
1347,0,1954,2800000000.0,Germany,Daniela Herz,0
1348,0,1957,2700000000.0,United States,Helen Johnson Leipold,0
1349,0,0,2700000000.0,China,Lihua Chen,0
1350,1.88,"April 5, 1926",40000000.0,United States,Roger William Corman ,0
1351,1.88,"April 22, 1946",38000000.0,American,"John Samuel Waters, Jr.",0
1352,1.83,"July 13, 1957",35000000.0,United States,Cameron Bruce Crowe,0
1353,0,"January 16, 1948",35000000.0,American,John Howard Carpenter,0
1354,1.96,"February 4, 1940 ",35000000.0,United States,George Andrew Romero,0
1355,1.7,"October 23, 1954",32000000.0,Taiwanese-American,Ang Lee,0
1356,0,"August 1, 1965",30000000.0,British,Samuel Alexander Mendes,0
1357,1.66,"May 14, 1971",30000000.0,American,Sofia Carmina Coppola,0
1358,1.78,"October 9, 1964",30000000.0,Mexican,Guillermo del Toro,0
1359,0,"January 21, 1970",30000000.0,Israeli-American,Oren Peli,0
1360,1.83,"March 7, 1971",30000000.0,British,Matthew De Vere Drummond,0
1361,1.7,"March 1, 1966",28000000.0,American,Zachary Edward Snyder,69.0
1362,1.75,"August 2, 1970",25000000.0,American,Kevin Patrick Smith,0
1363,1.73,"October 26, 1951",25000000.0,American,Julian Schnabel,0
1364,0,"January 19, 1966 ",25000000.0,American,Antoine Fuqua ,0
1365,0,"June 14, 1978",25000000.0,American,Brook M. Busey,0
1366,0,"February 12, 1969",22000000.0,American,Darren Aronofsky,0
1367,0,"November 30, 1963 ",22000000.0,British,David Yates,0
1368,1.77,"September 25, 1949 ",20000000.0,Spanish,Pedro Almodóvar Caballero,0
1369,0,"October 13, 1971",20000000.0,United States,Jason Friedberg,0
1370,0,"January 12, 1974",20000000.0,Canada,Aaron Seltzer ,0
1371,0,"November 30, 1947",20000000.0,United States,David Alan Mamet ,0
1372,0,"December 19, 1963",20000000.0,German,Tilman Valentin Schweiger,0
1373,0,"September 17, 1962",20000000.0,Australia,"Mark Anthony ""Baz"" Luhrmann",0
1374,0,"September 24, 1936",20000000.0,United States,"James Maury ""Jim"" Henson",0
1375,0,"May 5, 1980",34000000.0,American,Ivan Taylor,88.0
1376,0,"October 14, 1984",34000000.0,American,LaRon Louis Landry,103.0
1377,0,"November 19, 1983",33000000.0,American,DeAngelo Eugene Hall,90.0
1378,0,"March 29, 1985 ",33000000.0,American,Ryan Kalil ,134.0
1379,1.85,"March 2, 1978",33000000.0,Polish-American,Sebastian Janikowski,117.0
1380,1.8,"September 23, 1985",33000000.0,American,Christopher Duan Johnson ,92.0
1381,0,"February 28, 1989",32000000.0,American,Carlos Dunlap,127.0
1382,1.98,"September 5, 1978",32000000.0,American,Leonard Barnett Davis,161.0
1383,0,"December 9, 1984",31000000.0,American,Leon Lastarza Lafayette Lorenzo Hall,88.0
1384,0,"March 2, 1982",30500000.0,American,Corey Jonas Webster,92.0
1385,1.91,"April 29, 1983",30000000.0,American,Jay Christopher Cutler ,100.0
1386,1.93,"May 17, 1985",30000000.0,American,Matthew Thomas Ryan,102.0
1387,1.98,"January 31, 1985",30000000.0,American,Mario Jerrel Williams,131.0
1388,0,"October 21, 1981",30000000.0,American,Antonio DeShonta Smith,132.0
1389,0,"October 5, 1982 ",30000000.0,American ,Mihkel Roos,142.0
1390,1.96,"November 4, 1984",30000000.0,American,Branden Albert,143.0
1391,1.96,"November 4, 1984",30000000.0,American,Branden Albert,143.0
1392,1.85,"January 27, 1976",30000000.0,American,Frederick Antwon Taylor,103.0
1393,1.96,"February 27, 1976",30000000.0,American,Anthony David Gonzalez ,112.0
1394,1.93,"June 18, 1980",30000000.0,American,Antonio Ethan Gates,116.0
1395,1.93,"July 20, 1980",30000000.0,American,Jordan Alan Gross,138.0
1396,1.96,"June 25, 1981",30000000.0,American,Matthew Schaub,108.0
1397,0,"November 29, 1988",30000000.0,American,Russell Carrington Wilson,93.0
1398,1.83,"June 22, 1978",30000000.0,United States,Roland Bailey,87.0
1399,1.91,"October 18, 1939",30000000.0,American,Michael Keller Ditka,104.0
1400,0,"August 25, 1982",21800000.0,Canadian,Nicholas Andrew Schultz,92.0
1401,0,"July 5, 1975 ",21000000.0,Canadian,Christopher A. Gratton,100.0
1402,1.8,"December 28, 1960",20000000.0,Canadian,Raymond Jean Bourque,100.0
1403,0,"November 28, 1984 ",20000000.0,Canadian,Marc-André Fleury,0
1404,1.8,"April 15, 1974",20000000.0,American,"Timothy Thomas, Jr. ",91.0
1405,0,"May 8, 1972",19900000.0,Canadian,Raymond D. Whitney,82.0
1406,0,"November 5, 1984",19500000.0,Swedish,Ulf Tobias Enstrom ,82.0
1407,1.83,"July 20, 1973",19000000.0,Swedish,Peter Mattias Forsberg,95.0
1408,1.85,"July 1, 1977",18000000.0,Canadian,Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla,97.0
1409,1.73,"June 18, 1975",18000000.0,Canadian,Martin St. Louis,81.6
1410,0,"December 29, 1976",17800000.0,Czech,Filip Kuba,103.0
1411,0,"September 20, 1990",17000000.0,Canadian,John Tavares,93.0
1412,0,"March 17, 1979",16500000.0,Canadian,Andrew James Stewart Ference,83.0
1413,0,"May 31, 1990",16500000.0,Swedish,Erik Sven Gunnar Karlsson,82.0
1414,1.78,"November 23, 1974",16000000.0,Finnish,Saku Antero Koivu,82.0
1415,0,"February 7, 1991",15400000.0,Canadian,Ryan O' Reilly,91.0
1416,0,"November 1, 1983",15300000.0,Canadian,Matthew Keith Moulson,95.0
1417,0,"July 18, 1989",15000000.0,Canadian,Jamie Benn,95.0
1418,0,"April 11, 1981",15000000.0,French-Canadian,Alexandre Menard-Burrows/,85.0
1419,0,"December 18, 1990",14000000.0,Swedish,Victor Erik Olof Hedman,105.0
1420,1.91,"December 5, 1978",14000000.0,Finnish,Olli Veli Pekka Jokinen ,98.0
1421,1.8,"October 9, 1980",13000000.0,Swedish,Henrik Zetterberg,89.0
1422,0,"November 14, 1991",12300000.0,Canadian,Taylor Strba Hall,90.0
1423,0,"February 5, 1934",12000000.0,Canadian,Don Cherry,0
1424,0,"August 15, 1989",12000000.0,Czech,Jakub Voracek ,96.0
1425,1.78,"September 21, 1967",80000000.0,American,Audrey Faith Perry,0
1426,0,"July 30, 1941",80000000.0,Canadian-American,"Paul Albert Anka, OC",0
1427,1.49,"January 26, 1958",80000000.0,American,Anita Denise Baker,0
1428,0,"April 16, 1973",80000000.0,United States,Aliaune Damala Bouga Time Bongo Puru Nacka Lu Lu Lu Badara Akon Thiam,0
1429,1.78,"October 26, 1967",75000000.0,Australian,Keith Lionel Urban,0
1430,0,"May 29, 1953 ",75000000.0,United States,Daniel Robert Elfman,0
1431,1.57,28 May 1968,75000000.0,Australia,Kylie Ann Minogue,44.4
1432,1.82,"June 17, 1943",70000000.0,American,Barry Alan Pincus,0
1433,0,"August 25, 1954",70000000.0,English,Declan Patrick MacManus,0
1434,0,"February 9, 1942",70000000.0,American,Carol Joan Klein,0
1435,1.87,"August 1, 1959",70000000.0,English,Joseph Thomas Elliot Jr.,0
1436,1.72,"January 20, 1971",67000000.0,United Kingdom,Gary Barlow,0
1437,0,"June 25, 1945",65000000.0,American,Carly Elisabeth Simon,0
1438,0,"July 12, 1943",65000000.0,British,Christine Anne Perfect,0
1439,0,"October 28, 1972",65000000.0,American,Brad Douglas Paisley,0
1440,1.78,"March 18, 1970 ",60000000.0,American,Dana Elaine Owens,0
1441,1.8,"December 24, 1971",60000000.0,Puerto Rican,"Enrique ""Ricky"" Martín Morales",0
1442,0,"March 25, 1942",60000000.0,American,Aretha Louise Franklin,0
1443,0,"March 12, 1948",60000000.0,American,James Vernon Taylor,0
1444,0,"December 25, 1954 ",60000000.0,Scottish,"Ann ""Annie"" Lennox, OBE",0
1445,0,"April 14, 1932",60000000.0,American,Loretta Lynn,0
1446,1.57,22 August 1963 ,60000000.0,American,Myra Ellen Amos,50.0
1447,0,"September 7, 1956",60000000.0,American,Diane Eve Wolfberg,0
1448,0,"June 18, 1971",60000000.0,American,Nathan Bartholomew Morris,0
1449,0,"December 11, 1945",14100000000.0,American,Harold Glenn Hamm,0
1450,0,"June 15, 1950",14000000000.0,India,Lakshmi Niwas Mittal,0
1451,0,"March 15, 1959",13700000000.0,Indian,Uday Kotak,0
1452,0,"March 8, 1972",13700000000.0,Russia,Andrey Igorevich Melnichenko,0
1453,0,1963,13700000000.0,China,Li Shufu,0
1454,0,13 February 1977,13500000000.0,Colombia-United States,Alejandro Santo Domingo Dávila ,0
1455,0,"February 6, 1937",13400000000.0,German,Klaus-Michael Kühne,0
1456,0,"May 20, 1944",13300000000.0,Austrian,Dietrich Mateschitz,0
1457,0,"April 21, 1964",13100000000.0,Russia,Mikhail Maratovich Fridman,0
1458,0,"December 27, 1947",12900000000.0,Danish,Kjeld Kirk Kristiansen,0
1459,0,19 October 1964,12900000000.0,German,Georg F. W. Schaeffler,0
1460,0,"1951, 1952",12900000000.0,Hong Kong,Thomas and Raymond Kwok,0
1461,0,1962,12800000000.0,United States,Carl Cook ,0
1462,0,"January 6, 1943",12800000000.0,United States,James Morris Goodnight ,0
1463,0,"January 29, 1991",12400000000.0,British,"Hugh Richard Louis Grosvenor, 7th Duke of Westminster",0
1464,0,0,12340000000.0,Canadian,James and Arthur Irving,0
1465,0,1965,12100000000.0,Chinese,Gong Hongjia,0
1466,0,"December 28, 1939",12100000000.0,American,Philip Frederick Anschutz,0
1467,0,"March 25, 1926",12000000000.0,Swedish,"Hans Rausing, KBE",0
